,match_id,Season_Year,Team1,Team2,City_Name,Toss_Winner,Toss_Name,Win_Type,match_winner
328,598009.0,2013.0,11.0,2.0,7.0,2.0,0.0,1.0,11.0
329,598010.0,2013.0,5.0,1.0,6.0,1.0,1.0,0.0,5.0
330,598011.0,2013.0,7.0,6.0,4.0,7.0,0.0,0.0,7.0
331,598012.0,2013.0,4.0,3.0,2.0,3.0,1.0,1.0,3.0
332,598013.0,2013.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
333,598014.0,2013.0,10.0,5.0,24.0,5.0,0.0,1.0,10.0
334,598015.0,2013.0,6.0,11.0,3.0,6.0,0.0,1.0,11.0
335,598016.0,2013.0,7.0,10.0,4.0,7.0,0.0,0.0,7.0
336,598017.0,2013.0,3.0,2.0,8.0,3.0,1.0,1.0,3.0
337,598018.0,2013.0,1.0,11.0,5.0,1.0,0.0,0.0,1.0
338,598019.0,2013.0,5.0,4.0,6.0,5.0,1.0,1.0,5.0
339,598020.0,2013.0,3.0,10.0,8.0,10.0,0.0,0.0,10.0
340,598021.0,2013.0,4.0,1.0,2.0,1.0,1.0,0.0,4.0
341,598022.0,2013.0,2.0,6.0,1.0,2.0,1.0,1.0,2.0
342,598023.0,2013.0,10.0,11.0,24.0,10.0,1.0,0.0,11.0
